Núcleo,Posição Geral,Posição Prioridade,Número do processo,Vara,Data Remessa Contadoria,Prioridade,Calculista,Data da atribuição,Cumprimento,Data da conclusão,Valor Total Devido - Custas,Observações,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1ª CC,,,0042193-56.2024.8.17.2001,Seção B da 19ª Vara Cível da Capital,19/12/2024,Prioridade Legal,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 333,47",,,,,,,
1ª CC,,,0018564-87.2023.8.17.2001,Seção A da 27ª Vara Cível da Capital,19/12/2024,Prioridade Legal,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,custas pagas,,,,,,
1ª CC,,,0088510-83.2022.8.17.2001,Seção A da 14ª Vara Cível da Capital,26/12/2024,Prioridade Legal,Joao Rafael Sabino Pereira,09/01/2025,Devolvido: não há cálculos a serem realizados,09/01/2025,,Justiça Gratuita,,,,,,
1ª CC,,,0038444-31.2024.8.17.2001,Seção B da 12ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,09/01/2025,"R$ 286,56",,,,,,,
1ª CC,,,0060180-18.2018.8.17.2001,Seção A da 33ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Justiça Gratuita,,,,,,
1ª CC,,,0032286-04.2017.8.17.2001,Seção A da 7ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 11.581,12",,,,,,,
1ª CC,,,0045462-74.2022.8.17.2001,Seção B da 20ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 315,03",,,,,,,
1ª CC,,,0013911-18.2018.8.17.2001,Seção B da 5ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 16.887,72",,,,,,,
1ª CC,,,0005651-39.2024.8.17.2001,Seção B da 10ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 63,96",,,,,,,
1ª CC,,,0054231-37.2023.8.17.2001,Seção A da 28ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 525,38",,,,,,,
1ª CC,,,0017535-36.2022.8.17.2001,Seção A da 9ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: cumprimento de sentença,13/01/2025,,,,,,,,
1ª CC,,,0052373-34.2024.8.17.2001,Seção A da 20ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 2.984,62",,,,,,,
1ª CC,,,0023061-81.2022.8.17.2001,Seção A da 32ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas pagas,,,,,,
1ª CC,,,0080354-43.2021.8.17.2001,Seção B da 25ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 883,19",,,,,,,
1ª CC,,,0012677-88.2024.8.17.2001,Seção B da 26ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas pagas,,,,,,
1ª CC,,,0055096-26.2024.8.17.2001,Seção A da 14ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,14/01/2025,"R$ 1.238,90",,,,,,,
1ª CC,,,0035504-93.2024.8.17.2001,Seção B da 14ª Vara Cível da Capital,07/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: ausência de determinação do magistrado,13/01/2025,,,,,,,,
1ª CC,,,0130586-59.2021.8.17.2001,Seção A da 19ª Vara Cível da Capital,08/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,13/01/2025,"R$ 319,63",,,,,,,
1ª CC,,,0030870-59.2021.8.17.2001,Seção A da 16ª Vara Cível da Capital,08/01/2025,Prioridade Legal,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas pagas,,,,,,
1ª CC,,,0012145-56.2020.8.17.2001,Seção B da 2ª Vara Cível da Capital,18/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,10/01/2025,Cálculo realizado,10/01/2025,"R$ 753,58",,,,,,,
1ª CC,,,0115778-15.2022.8.17.2001,Seção B da 20ª Vara Cível da Capital,18/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,10/01/2025,Cálculo realizado,10/01/2025,"R$ 1.309,16",,,,,,,
1ª CC,,,0114112-76.2022.8.17.2001,Seção B da 34ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,custas pagas,,,,,,
1ª CC,,,0059848-46.2021.8.17.2001,Seção B da 22ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 585,36",,,,,,,
1ª CC,,,0014720-42.2017.8.17.2001,Seção B da 22ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 481,88",,,,,,,
1ª CC,,,0040609-85.2023.8.17.2001,Seção B da 23ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 64,01",,,,,,,
1ª CC,,,0074251-88.2019.8.17.2001,Seção B da 4ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 2.484,06",,,,,,,
1ª CC,,,0052523-94.2007.8.17.0001,Seção B da 24ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: ausência de documentos para os cálculos,13/01/2025,,,,,,,,
1ª CC,,,0023059-48.2021.8.17.2001,Seção B da 4ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,13/01/2025,"R$ 496,36",,,,,,,
1ª CC,,,0028743-47.2015.8.17.0001,Seção B da 21ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,,,,,,,
1ª CC,,,0019157-20.2014.8.17.0001,Núcleo de Justiça 4.0 - Seguro Habitacional - SFH,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 282,26",,,,,,,
1ª CC,,,0010207-65.2016.8.17.2001,Seção B da 18ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 4.291,64",,,,,,,
1ª CC,,,0158207-60.2023.8.17.2001,Seção A da 32ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0003831-53.2022.8.17.2001,Seção A da 32ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0027227-93.2021.8.17.2001,Seção A da 29ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0073056-30.2014.8.17.0001,Seção A da 27ª Vara Cível da Capital,18/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,14/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0022246-31.2015.8.17.2001,Seção A da 25ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0003584-52.2023.8.17.4001,Seção A da 20ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 654,83",,,,,,,
1ª CC,,,0032527-12.2016.8.17.2001,Seção A da 19ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0005533-69.2012.8.17.0001,Seção A da 18ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Gratuidade,,,,,,
1ª CC,,,0039035-37.2017.8.17.2001,Seção A da 15ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 723,47",,,,,,,
1ª CC,,,0005848-09.2015.8.17.2001,Seção A da 15ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 247,56",,,,,,,
1ª CC,,,0005107-90.2020.8.17.2001,Seção A da 12ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,14/01/2025,"R$ 281,03",,,,,,,
1ª CC,,,0023938-84.2023.8.17.2001,Seção A da 36ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0040151-05.2022.8.17.2001,Seção A da 36ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,10/01/2025,Cálculo realizado,14/01/2025,"R$ 2.030,96",,,,,,,
1ª CC,,,0041500-82.2018.8.17.2001,Seção A da 36ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,15/01/2025,"R$ 2.349,75",,,,,,,
1ª CC,,,0016665-59.2020.8.17.2001,Seção B da 17ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0045670-92.2021.8.17.2001,Seção B da 12ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,15/01/2025,"R$ 70,11",,,,,,,
1ª CC,,,0122257-24.2022.8.17.2001,Seção B da 10ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0004073-51.2018.8.17.2001,Seção A da 9ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0081672-91.2014.8.17.0001,Seção B da 9ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0063078-73.2007.8.17.0001,Seção A da 36ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,15/01/2025,"R$ 2.393,54",,,,,,,
1ª CC,,,0035946-41.2007.8.17.0001,Seção A da 3ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0084866-98.2023.8.17.2001,Seção A da 36ª Vara Cível da Capital,18/12/2024,Sem prioridade,Marcelle Ribera Menezes,10/01/2025,Cálculo realizado,15/01/2025,"R$ 83,17",,,,,,,
1ª CC,,,0137922-17.2021.8.17.2001,Seção B da 7ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0024569-39.2008.8.17.0001,Seção A da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,15/01/2025,"R$ 631,01",,,,,,,
1ª CC,,,0131219-70.2021.8.17.2001,Seção A da 32ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,15/01/2025,,Custas pagas,,,,,,
1ª CC,,,0156343-21.2022.8.17.2001,Seção A da 34ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0007294-53.2003.8.17.0001,Seção A da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,16/01/2025,"R$ 1.818,25",,,,,,,
1ª CC,,,0027933-44.1993.8.17.0001,Seção A da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,10/01/2025,Devolvido: atualizar o valor da causa,16/01/2025,,,,,,,,
1ª CC,,,0051562-74.2024.8.17.2001,Seção B da 32ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,10/01/2025,Cálculo realizado,10/01/2025,"R$ 43,91",,,,,,,
1ª CC,,,0067659-29.2010.8.17.0001,Seção A da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,13/01/2025,Cálculo realizado,13/01/2025,"R$ 74,27",,,,,,,
1ª CC,,,0031290-51.2001.8.17.0001,Seção A da 36ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,13/01/2025,Cálculo realizado,13/01/2025,"R$ 253,84",,,,,,,
1ª CC,,,0074046-54.2022.8.17.2001,Seção B da 32ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 298,73",,,,,,,
1ª CC,,,0017613-74.2015.8.17.2001,Seção A da 34ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 4.260,93",,,,,,,
1ª CC,,,0019088-55.2021.8.17.2001,Seção A da 5ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 496,36",,,,,,,
1ª CC,,,0071174-42.2017.8.17.2001,Seção A da 8ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,10/01/2025,,Custas Satisfeitas,,,,,,
1ª CC,,,0011728-79.2015.8.17.2001,Seção B da 30ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 465,79",,,,,,,
1ª CC,,,0035600-16.2021.8.17.2001,Seção B da 20ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,10/01/2025,,Custas Satisfeitas,,,,,,
1ª CC,,,0012198-13.2015.8.17.2001,Seção B da 13ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: ausência de documentos para os cálculos,10/01/2025,,,,,,,,
1ª CC,,,0003827-71.2000.8.17.0001,Seção B da 22ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,13/01/2025,Cálculo realizado,13/01/2025,"R$ 2.391,30",,,,,,,
1ª CC,,,0009439-19.2002.8.17.0001,Seção B da 22ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,13/01/2025,Cálculo realizado,13/01/2025,"R$ 10.734,71",,,,,,,
1ª CC,,,0047508-12.2017.8.17.2001,Seção B da 32ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 3.334,90",,,,,,,
1ª CC,,,0033493-28.2023.8.17.2001,Seção A da 9ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,10/01/2025,,Custas Satisfeitas,,,,,,
1ª CC,,,0029176-21.2022.8.17.2001,Seção A da 5ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,10/01/2025,"R$ 1.265,26",,,,,,,
1ª CC,,,0108393-45.2024.8.17.2001,Seção B da 26ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: cumprimento de sentença,14/01/2025,,,,,,,,
1ª CC,,,0060082-58.2014.8.17.0001,Seção A da 3ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: atualizar o valor da causa,14/01/2025,,,,,,,,
1ª CC,,,0007676-59.2023.8.17.2001,Seção B da 30ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,14/01/2025,"R$ 918,76",,,,,,,
1ª CC,,,0044766-49.2007.8.17.0001,Seção B da 25ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Cálculo realizado,14/01/2025,"R$ 609,54",,,,,,,
1ª CC,,,0017928-29.2020.8.17.2001,Seção A da 32ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0072449-16.2023.8.17.2001,Seção B da 34ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,15/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Gratuidade,,,,,,
1ª CC,,,0035758-66.2024.8.17.2001,Seção A da 22ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,08/01/2025,Devolvido: não há cálculos a serem realizados,14/01/2025,,Custas pagas,,,,,,
1ª CC,,,0041805-57.2015.8.17.0001,Seção B da 34ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: erro de remessa,16/01/2025,,Tem cálculos recentes,,,,,,
1ª CC,,,0103977-06.2013.8.17.0001,Seção B da 36ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0004121-78.2016.8.17.2001,Seção B da 5ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0000683-05.2020.8.17.2001,Seção A da 19ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,16/01/2025,"R$ 681,13",,,,,,,
1ª CC,,,0035501-46.2021.8.17.2001,Seção A da 16ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,16/01/2025,"R$ 11,88",,,,,,,
1ª CC,,,0012432-82.2021.8.17.2001,Seção A da 16ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0002312-83.2009.8.17.0001,Seção B da 9ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: ausência de documentos para os cálculos,16/01/2025,,Sem cnpj,,,,,,
1ª CC,,,0120235-56.2023.8.17.2001,Seção A da 10ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Cálculo realizado,16/01/2025,"R$ 896,40",,,,,,,
1ª CC,,,0019345-52.2010.8.17.0001,Seção A da 10ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0007773-30.2021.8.17.2001,Seção A da 10ª Vara Cível da Capital,19/12/2024,Sem prioridade,Joao Rafael Sabino Pereira,16/01/2025,Cálculo realizado,16/01/2025,"R$ 1.477,88",,,,,,,
1ª CC,,,0057838-92.2022.8.17.2001,Seção A da 22ª Vara Cível da Capital,19/12/2024,Sem prioridade,Marcelle Ribera Menezes,08/01/2025,Devolvido: não há cálculos a serem realizados,16/01/2025,,Custas pagas,,,,,,
1ª CC,,,0053138-78.2019.8.17.2001,Seção A da 24ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,13/01/2025,Cálculo realizado,13/01/2025,"R$ 1.023,34",,,,,,,
1ª CC,,,0036454-44.2020.8.17.2001,Seção A da 23ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,13/01/2025,Cálculo realizado,13/01/2025,"R$ 745,35",,,,,,,
1ª CC,,,0062573-42.2020.8.17.2001,Seção B da 36ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,13/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas Satisfeitas.,,,,,,
1ª CC,,,0023352-28.2015.8.17.2001,Seção B da 36ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas Satisfeitas.,,,,,,
1ª CC,,,0049796-25.2020.8.17.2001,Seção B da 34ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas Satisfeitas.,,,,,,
1ª CC,,,0057584-51.2024.8.17.2001,Seção A da 27ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Custas Satisfeitas.,,,,,,
1ª CC,,,0156845-57.2022.8.17.2001,Seção A da 24ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,13/01/2025,"R$ 336,85",,,,,,,
1ª CC,,,0027285-58.2016.8.17.0001,Seção B da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,13/01/2025,"R$ 152,13",,,,,,,
1ª CC,,,0023318-72.2023.8.17.2001,Seção B da 35ª Vara Cível da Capital,19/12/2024,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: cumprimento de sentença,13/01/2025,,,,,,,,
1ª CC,,,0061010-08.2023.8.17.2001,Seção B da 12ª Vara Cível da Capital,07/01/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,13/01/2025,"R$ 8.798,44",,,,,,,
1ª CC,,,0047057-12.2013.8.17.0001,Seção A da 4ª Vara Cível da Capital,07/01/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Devolvido: não há cálculos a serem realizados,13/01/2025,,Ausência de Necessidade de Cálculos,,,,,,
1ª CC,,,0028997-64.2008.8.17.0001,Seção A da 13ª Vara Cível da Capital,07/01/2025,Sem prioridade,Cynthia Elisa Ramalho Da Silva,08/01/2025,Cálculo realizado,13/01/2025,"R$ 123,78",,,,,,,
